id,entities,clean_text
854,PER/Don Tomaso Dr.;PER/Chad Ochocinco Johnson;PER/Chauncy;PER/Paula;,"Lived up Stocker at 4565 Don Tomaso Dr. above Chad Ochocinco Johnson, his brother Chauncy and his mother Paula ."
855,PER/Ronny Turiaf;,is Ronny Turiaf ok? Saw him limp off the court
856,MISC/Heavyweights;MISC/The Goonies;MISC/Little Giants;MISC/The Might Ducks;,"Heavyweights, The Goonies, Little Giants lmao oh shit The Might Ducks all of em!"
857,LOC/The Palace StripClub;PER/DJ WALLAH;,""" ""The Wet T-Shirt Party "" "" This Monday @ The Palace StripClub Music by DJ WALLAH FREE ENTRY! """
858,PER/John Forte;,nah man I'm chilling that's the crazy part ... even crazier cuz I 've been looking for John Forte's music after my pc crashed
859,,Laidies ... The Worlds First Cash Multiplayer Fashion Tournaments Coming Soon Sign up NOW .
860,,Agree! Haha
861,PER/Birdman;PER/Lil Wayne;,boo! hope he does ... good connection! he did Fire Flame with Birdman and Lil Wayne
862,PER/Dick Lugar;ORG/GOP;,Guess knows) EXPERT Dick Lugar . rips all his GOP OBSTRUCTIONISTS fellow senators
863,PER/Niall;PER/Harry;PER/Louis;,"hahaha Niall Harry & & Louis got it 2 trouble they called ur manger an "" ""ugly face fella "" "" cos they thought it was youu x """
864,,please sign this xxx
865,,"Great Website! Thx FTF, look forward to your Tweets! I like to RT great, funny, musical & interesting things, def Tweethappy! :))"
866,,\* Method Man voice \* just keep feeding you ... and feeding you ... and feeding you
867,LOC/taiwan;,they 're all the same . made in taiwan .
868,PER/Sudha Pillay;ORG/DFID;,Mr Ample proof bucrat Sudha Pillay heading DFID's Lowcock ploted HR crimes agenda4yrs
869,PER/Sudha Pillay;PER/Dr RS Khare;ORG/UKgov;ORG/DFID;,Sudha Pillay & Kin Dr RS Khare used2 run UKgov DFID 9 yrs of HR crimes
870,MISC/Harry Potter;,"Wow, free tickets to the new Harry Potter movie!"
873,,Deficiency becomes art f artist super heroes w sp needs . indicated by
874,MISC/Billy James Show;,Every Day is Veterans day on the Billy James Show
875,,RT PEINILLAZOS DE NOV 15 2010
876,PER/Tim Naftali;LOC/US;,We could 've had security measures in place in 1950's according to Tim Naftali's Blind Spot/US counterterrorism . Lobbies prevented
877,,"Hummm!!!!!!!!!!!!!!!!!!!! Stuffing, cranberry sauce and mashed potatoes are standard fare at most Thanksgiving"
879,,HAPPINESS IS FREE!))))))))) One stop shopping for HAPPINESS and it s 100% FREE!
880,,NYT News Papers Talk Of How The President Or Presidential Contender Won (After They Win) This W! tch Ca n't B-Serious
881,PER/Sarah Palin;PER/Robert E. Lee;,Sarah Palin Laying Out Her 2012 Presidential Strategy-Is Like Grant Pony-Expressing His Win Strategy To Robert E. Lee
882,PER/Salvatore Giunta;,"Salvatore Giunta's Medal of Honor is earned award, should have current living MOH recips at ceremony to whom he joins ."
883,PER/Douglas H Shulman;,# $ 160BNCopyRight $ 83.5 BN APF $ 76.5 BN Ministry Funds reported Mr. Douglas H Shulman NOW
884,,"Polcies4 chinese $ 2 invest in Infra, startups, tech, not cons loans 2 . Streamline Military 3 . after recession, encurge HH Sav"
885,ORG/nytimes;,"$ 83.5 BN APF focus on you nytimes, Spy Cameras, Hackers, Mics . Detected in My Friends"
886,,A 90-Day Bet on Talks . Big gamble for and .
887,LOC/America;PER/Billy James;,America needs to hear the words . What say you Billy James
889,PER/mr. Calderon;LOC/africa;,"Bravo mr. Calderon, like in africa?"
890,LOC/NYC;,Buy Art Today Love It Forever 1500000.00 NYC
891,LOC/Moscow;LOC/Paris;LOC/NYC;,Buy Art Today Love It Forever 1500000.00 Moscow Paris NYC
894,PER/Christina Milian;,Christina Milian + More Top 5 Tweets of the Week
895,,"Could it be that some businessmen view "" ""young "", "" do-it-yourself and arty "" "" as meaning "" ""a fool and their money are soon parted? "" "" """
897,PER/JESUS CHRIST;,Follow me on / prtaddei - brotherly hug JESUS CHRIST
898,,gets excited for the e-reader shopping season
899,PER/Dermot Ahern;,Given all that f8cking C8nt Dermot Ahern did for Islam with Blasphemy Bill why ca n't Allah put a few oil fields in IRL?
901,,I want to know whwere is this f. . . cking government . Where are the media fo find it out???
903,,In retail and services perhaps . In industry cant compete .
904,LOC/India;,India telecoms minister resigns
905,MISC/iraqi muslims;LOC/olklahoma;,iraqi muslims bombed olklahoma . . republican guard
906,PER/Kristen Blackman;,"Kristen Blackman "" ""Palin is An Advocate For Conservative Christian Women . ""I Do n't Necessarily Want To See Her In Office "" She Said """""
908,PER/George W. Bush;,"Looks like the declaration of the "" ""Axis of Evil "" "" made by President George W. Bush is starting to become more visible . """
909,PER/Mary Kirkpatrick;,"Mary Kirkpatrick ""There's No Need 2Rush Right Now Because She's Doing Things Like This & Her Face Is Constantly On TV "" Over-Exposed"
910,,new web application .
912,PER/palin;LOC/iran;,"palin would attack iran at the drop of a hat, , ., nuclear power stations bombed?? cancer leukemia for millions . . oh thier not american??"
913,PER/Jesus;,Post to headline the Lord Jesus is the sole and sufficient Savior .
914,PER/Jesus;,Post to headline the Lord Jesus is the sole and sufficient Savior . In the 1st page
915,PER/JESUS CHRIST;,"Publish JESUS CHRIST IS LORD, only Savior, believe!"
916,PER/JESUS CHRIST;,"Teach JESUS CHRIST IS LORD, only Savior, believe!"
917,PER/George W. Bush;,"The declaration of the "" ""axis of evil "" "" made by President George W. Bush starting to realize itself . """
918,ORG/nytimes;,"yup sounds like $ 160BN copy right law legal business focus on you nytimes ,99% commercial efficient"
919,,Delicate Choices Ahead for Myanmar Democracy Leader
920,LOC/US;,Secret Papers Detail US Aid for Ex-Nazis
921,,Zagat Aims to Regain Its Online Balance
922,PER/Paul Strand;,Paul Strand is one of my favorite photographers . I was lucky enough to hear him comment on a slide show of his photographs .
923,,"This coming Summer 2011Music Program we will have a lot fun with "" ""The Sound of the Music "" "" West Side Story "" "" """
924,MISC/English;MISC/Dutch;,"I passed on the wrong web link before, , correct link is! in English & Dutch"
925,PER/Bryan;,"Mr Banker, did you really not know what figure Bryan wrote down before saying that would be the next offer?"
926,PER/Ben Button;,"Im no boy, I just have Ben Button disease ... not expecting you to look as so, sheesh"
927,ORG/Youtube;,Destorm cheated on Youtube using
928,PER/Montaigne;PER/Jack Beatty;,"Monday controversy over body scans w ; plus, wisdom of Montaigne, with and Jack Beatty"
929,,have u ever been in love with the enemy?? (Watch & RT)
930,PER/Lou Reed Live;,""" ""Sunday Morning Lou Reed Live "" ""? """
931,PER/Heidi Montag;PER/Justin Bieber;,"Enough Heidi Montag & Justin Bieber, more humanity in the news"
932,,just wana say ur the best we all < 3 u so much nd keep it up the gud work :)
933,,Good to see you back in form robin . Keep doin ya thing!! -)
934,ORG/Netherlands;ORG/Feyenoord;ORG/Arsenal;,"19 for Netherlands, 15 Feyenoord and 78 Arsenal"
935,,The view from my new office is kind of cool or whatever . that's hot
936,PER/Kay Ganda;,Pilipinas Kay Ganda nlang!
937,,"whoa good lick with that! I love food way too much to live off 2 bowls of cereal a day, is it really healthy for you?"
938,,no its not thats like me tellin u didnt u were a qb wen u were really a linebacker not the same!!!!
939,,Hello Princess!
940,PER/Ali;ORG/bears;,in the words of dr Ali I think it is safe to say . . It's a rap 4 the bears
941,PER/Colbie;PER/Joss Stone;,LOVE Colbie!!! I 've been listening to Joss Stone all day!
942,,Hooray! Holibag it this year Take in
943,ORG/Twitter;ORG/facebook;,Twitter all the way ... I'm on facebook but never on there!
944,PER/drew lachey;PER/emmit smith;,you 've had drew lachey and emmit smith on from
945,,rahtid!
946,ORG/Bears;PER/Carson Palmer;PER/Carson Palmer;,"Bears front office Paging Carson Palmer, Paging Carson Palmer come to the front office please"
947,PER/Franklin Raines;ORG/Fannie Mae;,Why are we paying for Franklin Raines legals fees for committing accounting fraud at Fannie Mae?
948,PER/Franklin Raines;ORG/Fannie Mae;,Why are we paying Franklin Raines legals fees for committing accounting fraud at Fannie Mae?
949,PER/Franklin Raines;ORG/Fannie Mae;,Y are we paying Franklin Raines legal fees for committing accounting fraud at Fannie Mae?
950,,FantaZ has the most advanced technology in the online gaming world .
951,ORG/Green Bay Packers;MISC/Super Bown;,How about Green Bay Packers all the way to win Super Bown
952,PER/Arnold;PER/Gerald;,\* Arnold and Gerald dap \*
953,PER/Buffy;,Omg I used to watch that! Was amazing! Miss Buffy so much - -LRB
954,PER/Messi;PER/Xavi;,"the funny thing is, Messi and especially Xavi play like that consistently they are the brains and creativity of the squad"
955,PER/Fergie;,bep can succeed without Fergie .
956,PER/Fergie;,had to be at a bep concert last summer . Fergie sounded horrible and 90% ofthe songs were not bep
957,PER/Jimmy Carr;,I thought it could never be boring over there . Not when you have Jimmy Carr to throw stuff at
958,ORG/Burger King;,ROFL look what this guy found in his Burger King nuggets
959,,Are your paying too much on your auto insurance?
960,PER/Jean Auel;,"Too bad the last name is not "" ""Pshoka "" "" it meant he wanted to see her ASAP . Nice to see he's fan of Jean Auel novels :) """
961,MISC/Japanese;,I 'd like view the Japanese Cherry Blossoms .
962,PER/Solomon;PER/Socrates;PER/Shakespeare;,"We are what we think . ~ King Solomon - ""Know thyself "" ~ Socrates . ""To thy own self, "" be true "" "" ~ Shakespeare """
963,PER/Charles;,Prince Charles has been an environmentalist for circa 25 years & makes no secret whatever of talking/playing music to his plants
964,,P haha typical mother for you! Ah dang I became engrossed in this fanfiction I am reading so I (cont)
965,ORG/Hen Party;,how's ya day been? Are we going Venue after the Hen Party Saturday?
966,PER/michael jackson;,"6 yr old, michael jackson, he was actually quite godd, he got through"
967,MISC/Super Bowl;,So that means you 'll have to be quarantined for the Super Bowl then?
968,PER/Joel Osteen;,as dangerous as Joel Osteen in their spreading their word of hate and harm - -LRB
969,,Lets make the Nokia N8 smartphone an option in 2010 .
970,PER/IMMA;,"u know what, do you ... do you boo boo, CAUSE IMMA DO ME!"
971,PER/Cris Collinsworth;,Thanks to Fans for this awesome old school pic of Cris Collinsworth .11 / 8/1981
972,PER/Caleb Hanie;,True or False Caleb Hanie was the best QB on the field today
973,PER/Peter Onipe;,Yes chick u could say that again . I am same Peter Onipe . The same guy .
974,ORG/ATL;,Hello!! U should check out & follow ! They 're a HOT music group from ATL and they talk to their fans!
975,,I just Favourited that Tweet . Hello
976,,Want A FREE EVO 4G? Then Get yours before they 're all gone! Limited quantities only! @
977,,Haha gotta love twitterland!
978,,Haha right
979,,There is no scientific basis for claims that the planet will begin to cool in the near future
980,LOC/Vietnam;,Good man . Now break down and get a gaming PC + BFBC2 + Vietnam and you 'll be good to go .
981,PER/OJ;PER/Bush;PER/Clinton;,"man I was just about to say that . Pics of OJ, Bush, Clinton . Has me rollin"
982,PER/Ed Lover;,read a tweet about it . Something about her joining the station where cthagod is . Ed Lover was fired apparently 4 her to take spot
983,PER/Rih Rih;PER/Katy Perry;,the charts claim Rih Rih's album wo n't even hit the top 3 this wk . Dah well . Love Katy Perry too!
984,PER/Sam Malone;,"No sweetheart, thank you, and your welcome . Keepin it real . (Hah, I said sweetheart? Who am I, Sam Malone from Cheers?)"
985,PER/steve hope;PER/mark watson;,sup steve hope shows going good about too watch the 2nd half/part of comedian mark watson you a fan? .
986,,all wish we could do that!
987,,I will tomorrow I'm on my phone atm haha! xx
988,,I just might ppl calling my broker to make some purchases ...
989,PER/Taylor Swift;PER/Justin Bieber;,can we add Taylor Swift & Justin Bieber to that list of tired of -)
990,ORG/NBA;ORG/NCAA;,I actually think college players are exploited by NBA more than NCAA . At least they choose their school . The draft is a joke .
991,ORG/Paypal;,"they 'd love us my nigga, we could set up a Paypal account and everything ."
992,LOC/spain;,im with my friends im going to your concert in spain please follow me
993,,Oh my god . You are officially amazing that's my favorite food ever .
994,PER/Toyin;,Baby Toyin . Happy .
995,MISC/Love and other drugs;,Love and other drugs =?
996,PER/Katy Perry;,I know) (it's like why get us to vote? Because she has a tour they do that? I blame Katy Perry p
997,ORG/YouTube;,haha . we miightt (YouTube
998,PER/Sarah Palin;,"I know, reporters, please get over Sarah Palin? A day not hearing about her is a day worth living ."
999,,i do 2 jud . NET
1000,MISC/PHP;,tweet TheBusyBrain re project needs freelance wordpress PHP wiz
1001,,Hi fellow youtuber! would you subscribe & give ur opinions on my new channel
1002,ORG/Disney;PER/Miley Cyrus;ORG/Disney;,wow lol! I guess that's the Disney version of the song . Just like Miley Cyrus is Disneys version (cont)
1003,PER/Hitler;,"In other news, I expect we 'll soon see how Hitler is really disappointed about the limited color choices for his bunker ."
1004,PER/gareth brooks;,thought so someone labeled it as gareth brooks and i thought that ca n't be right ... love the shirt btw! . XxX
1005,PER/Dr. Ryan;,"she says she has no money, I have a feeling she will sue Dr. Ryan's estate, accusing a dead man seems like a scam 4 $ $ $ $ $ $ $"
1006,PER/Marsha Ambrosious;,Marsha Ambrosious or suttin like that
1007,,but was n't the titanic made of metal??
1008,LOC/UK;ORG/DFiD;PER/Khares-Ananya Khare;PER/Shagun Khare;,UK DFiD exploited4 HR crimes Brit married kins of Khares-Ananya Khare & Shagun Khare
1009,,I'm lucky atm but I know how frustrating noisy neighbors can be . Are they having a party?
1010,PER/Tiwa;,"man Tiwa, House was the best part of nightlife . I have n't clubbed since . Best bday memories were there! Remember Remix nite?"
1011,PER/Jim Rohn;,"U too! If you go to work on your goals, your goals will go to work on you . ~ Jim Rohn"
1012,,Your a nurse?
1014,PER/reggie bush;,screw reggie bush
1015,PER/Clive Owen;PER/Stanely Tucci;,Hmmm ... Can be wrong but Clive Owen is not featured in the virtual book of the Blue Key Campaign Only saw Stanely Tucci
1016,PER/DEVON SAWA;,OMG NOT DEVON SAWA LOL . Hahahaha
1017,PER/Madoff;,guy Madoff is only one person ...
1019,PER/Richard Branson;,tell PROMOTES Richard Branson talks his new high-speed rail project
1020,PER/Cutler;LOC/the city of Chicago;PER/Cutler;,Not only did Cutler quit on the team he quit on the city of Chicago . Cutler can never show his face again .
1021,PER/Kathleen Kennedy Townsend;PER/Palin;,"No worries, Kathleen Kennedy Townsend . Everyone knows Palin's an idiot who's wrong about everything . wapo . st/eu4DfN"
1022,PER/Kathleen Kennedy Townsend;PER/Palin;,"No worries, Kathleen Kennedy Townsend . Everyone knows Palin's an ignorant idiot who's wrong about everything ."
1023,PER/Mark;LOC/Wolverhampton;,keep it up Mark Wolverhampton loves you so far! .
